Brand_ID	CurrencyKey	UnitCost_EUR	SCD_EffectiveDate	ETL_LoadID	ETL_CreateDate
wwim 0000049	7	252.3101	10-01-2015		12-01-2018
wwim 0000049	7	253.4435	10-01-2016		12-01-2018
wwim 0000050	7	124.1861	10-01-2014		12-01-2018
wwim 0000050	7	146.7542	10-01-2015		12-01-2018
wwim 0000050	7	147.4499	10-01-2016		12-01-2018
wwim 0000051	7	84.8175	10-01-2014		12-01-2018
wwim 0000051	7	96.476	10-01-2015		12-01-2018
wwim 0000051	7	97.8064	10-01-2016		12-01-2018
wwim 0000052	7	98.8339	10-01-2014		12-01-2018
wwim 0000052	7	112.419	10-01-2015		12-01-2018
wwim 0000052	7	113.9692	10-01-2016		12-01-2018
wwim 0000053	7	75.501	10-01-2014		12-01-2018
wwim 0000053	7	86.6523	10-01-2015		12-01-2018
wwim 0000053	7	87.0415	10-01-2016		12-01-2018
wwim 0000054	7	61.2425	10-01-2014		12-01-2018
wwim 0000054	7	70.2878	10-01-2015		12-01-2018
wwim 0000054	7	70.6035	10-01-2016		12-01-2018
wwim 0000055	7	651.0556	10-01-2014		12-01-2018
wwim 0000055	7	740.5455	10-01-2015		12-01-2018
wwim 0000055	7	750.7574	10-01-2016		12-01-2018
wwim 0000056	7	708.9278	10-01-2014		12-01-2018
wwim 0000056	7	806.3724	10-01-2015		12-01-2018
wwim 0000056	7	817.492	10-01-2016		12-01-2018
wwim 0000057	7	277.773	10-01-2014		12-01-2018
wwim 0000057	7	318.7994	10-01-2015		12-01-2018
wwim 0000057	7	320.2314	10-01-2016		12-01-2018
wwim 0000058	7	396.9914	10-01-2014		12-01-2018
wwim 0000058	7	455.626	10-01-2015		12-01-2018
wwim 0000058	7	457.6727	10-01-2016		12-01-2018
wwim 0000059	7	100.8897	10-01-2014		12-01-2018
wwim 0000059	7	115.7909	10-01-2015		12-01-2018
wwim 0000059	7	116.311	10-01-2016		12-01-2018
wwim 0000060	7	219.8403	10-01-2014		12-01-2018
wwim 0000060	7	252.3101	10-01-2015		12-01-2018
wwim 0000060	7	253.4435	10-01-2016		12-01-2018
wwim 0000061	7	124.1861	10-01-2014		12-01-2018
wwim 0000061	7	146.7542	10-01-2015		12-01-2018
wwim 0000061	7	147.4499	10-01-2016		12-01-2018
wwim 0000062	7	84.8175	10-01-2014		12-01-2018
wwim 0000062	7	96.476	10-01-2015		12-01-2018
wwim 0000062	7	97.8064	10-01-2016		12-01-2018
wwim 0000063	7	98.8339	10-01-2014		12-01-2018
wwim 0000063	7	112.419	10-01-2015		12-01-2018
wwim 0000063	7	113.9692	10-01-2016		12-01-2018
wwim 0000064	7	75.501	10-01-2014		12-01-2018
wwim 0000064	7	86.6523	10-01-2015		12-01-2018
wwim 0000064	7	87.0415	10-01-2016		12-01-2018
wwim 0000065	7	61.2425	10-01-2014		12-01-2018
wwim 0000065	7	70.2878	10-01-2015		12-01-2018
wwim 0000065	7	70.6035	10-01-2016		12-01-2018
wwim 0000066	7	651.0556	10-01-2014		12-01-2018
wwim 0000066	7	740.5455	10-01-2015		12-01-2018
wwim 0000066	7	750.7574	10-01-2016		12-01-2018
wwim 0000067	7	708.9278	10-01-2014		12-01-2018
wwim 0000067	7	806.3724	10-01-2015		12-01-2018
wwim 0000067	7	817.492	10-01-2016		12-01-2018
wwim 0000068	7	277.773	10-01-2014		12-01-2018
wwim 0000068	7	318.7994	10-01-2015		12-01-2018
wwim 0000068	7	320.2314	10-01-2016		12-01-2018
wwim 0000069	7	396.9914	10-01-2014		12-01-2018
wwim 0000069	7	455.626	10-01-2015		12-01-2018
wwim 0000069	7	457.6727	10-01-2016		12-01-2018
wwim 0000070	7	100.8897	10-01-2014		12-01-2018
wwim 0000070	7	115.7909	10-01-2015		12-01-2018
wwim 0000070	7	116.311	10-01-2016		12-01-2018
wwim 0000071	7	219.8403	10-01-2014		12-01-2018
wwim 0000071	7	252.3101	10-01-2015		12-01-2018
wwim 0000071	7	253.4435	10-01-2016		12-01-2018
wwim 0000072	7	124.1861	10-01-2014		12-01-2018
wwim 0000072	7	146.7542	10-01-2015		12-01-2018
wwim 0000072	7	147.4499	10-01-2016		12-01-2018
wwim 0000073	7	84.8175	10-01-2014		12-01-2018
wwim 0000073	7	96.476	10-01-2015		12-01-2018
wwim 0000073	7	97.8064	10-01-2016		12-01-2018
wwim 0000074	7	98.8339	10-01-2014		12-01-2018
wwim 0000074	7	112.419	10-01-2015		12-01-2018
wwim 0000074	7	113.9692	10-01-2016		12-01-2018
pware0000144	7	63.1868	10-01-2014		12-01-2018
pware0000144	7	72.5193	10-01-2015		12-01-2018
pware0000144	7	72.8451	10-01-2016		12-01-2018
pware0000145	7	67.1619	10-01-2014		12-01-2018
pware0000145	7	77.0815	10-01-2015		12-01-2018
pware0000145	7	77.4278	10-01-2016		12-01-2018
pware0000146	7	34.808	10-01-2014		12-01-2018
pware0000146	7	39.9491	10-01-2015		12-01-2018
pware0000146	7	40.1285	10-01-2016		12-01-2018
pware0000147	7	59.2935	10-01-2014		12-01-2018
pware0000147	7	67.4436	10-01-2015		12-01-2018
pware0000147	7	68.3736	10-01-2016		12-01-2018
pware0000148	7	62.7029	10-01-2014		12-01-2018
pware0000148	7	71.9639	10-01-2015		12-01-2018
pware0000148	7	72.2872	10-01-2016		12-01-2018
pware0000149	7	36.2237	10-01-2014		12-01-2018
pware0000149	7	42.8065	10-01-2015		12-01-2018
pware0000149	7	43.0095	10-01-2016		12-01-2018
pware0000150	7	34.808	10-01-2014		12-01-2018
pware0000150	7	39.9491	10-01-2015		12-01-2018
pware0000150	7	40.1285	10-01-2016		12-01-2018
pware0000151	7	40.088	10-01-2014		12-01-2018
pware0000151	7	46.0089	10-01-2015		12-01-2018
pware0000151	7	46.2156	10-01-2016		12-01-2018
pware0000152	7	34.3673	10-01-2014		12-01-2018
pware0000152	7	39.4433	10-01-2015		12-01-2018
pware0000152	7	39.6205	10-01-2016		12-01-2018
pware0000153	7	46.0939	10-01-2014		12-01-2018
pware0000153	7	52.9018	10-01-2015		12-01-2018
pware0000153	7	53.1394	10-01-2016		12-01-2018
pware0000154	7	48.0814	10-01-2014		12-01-2018
pware0000154	7	55.1829	10-01-2015		12-01-2018
pware0000154	7	55.4308	10-01-2016		12-01-2018
pware0000155	7	54.0441	10-01-2014		12-01-2018
pware0000155	7	62.0262	10-01-2015		12-01-2018
pware0000155	7	62.3048	10-01-2016		12-01-2018
pware0000156	7	51.2615	10-01-2014		12-01-2018
pware0000156	7	58.8327	10-01-2015		12-01-2018
pware0000156	7	59.097	10-01-2016		12-01-2018
pware0000157	7	63.5843	10-01-2014		12-01-2018
pware0000157	7	72.9755	10-01-2015		12-01-2018
pware0000157	7	73.3033	10-01-2016		12-01-2018
pware0000158	7	59.333	10-01-2014		12-01-2018
pware0000158	7	70.1154	10-01-2015		12-01-2018
pware0000158	7	70.4479	10-01-2016		12-01-2018
pware0000159	7	58.6685	10-01-2014		12-01-2018
pware0000159	7	66.7327	10-01-2015		12-01-2018
pware0000159	7	67.6529	10-01-2016		12-01-2018
pware0000160	7	59.8425	10-01-2014		12-01-2018
pware0000160	7	68.6811	10-01-2015		12-01-2018
pware0000160	7	68.9896	10-01-2016		12-01-2018
pware0000161	7	44.3078	10-01-2014		12-01-2018
pware0000161	7	52.3598	10-01-2015		12-01-2018
pware0000161	7	52.6081	10-01-2016		12-01-2018
pware0000162	7	63.1868	10-01-2014		12-01-2018
pware0000162	7	72.5193	10-01-2015		12-01-2018
pware0000162	7	72.8451	10-01-2016		12-01-2018
pware0000163	7	65.278	10-01-2014		12-01-2018
pware0000163	7	74.9194	10-01-2015		12-01-2018
pware0000163	7	75.256	10-01-2016		12-01-2018
pware0000164	7	67.568	10-01-2014		12-01-2018
pware0000164	7	77.5477	10-01-2015		12-01-2018
pware0000164	7	77.896	10-01-2016		12-01-2018
pware0000165	7	71.0074	10-01-2014		12-01-2018
pware0000165	7	81.495	10-01-2015		12-01-2018
pware0000165	7	81.861	10-01-2016		12-01-2018
pware0000166	7	65.5632	10-01-2014		12-01-2018
pware0000166	7	75.2467	10-01-2015		12-01-2018
pware0000166	7	75.5847	10-01-2016		12-01-2018
pware0000167	7	44.9359	10-01-2014		12-01-2018
pware0000167	7	51.5728	10-01-2015		12-01-2018
pware0000167	7	51.8045	10-01-2016		12-01-2018
pware0000168	7	64.7768	10-01-2014		12-01-2018
pware0000168	7	74.3442	10-01-2015		12-01-2018
pware0000168	7	74.6782	10-01-2016		12-01-2018
pware0000169	7	75.501	10-01-2014		12-01-2018
pware0000169	7	86.6523	10-01-2015		12-01-2018
pware0000169	7	87.0415	10-01-2016		12-01-2018
pware0000170	7	58.4167	10-01-2014		12-01-2018
pware0000170	7	67.0447	10-01-2015		12-01-2018
pware0000170	7	67.3458	10-01-2016		12-01-2018
pware0000171	7	74.7059	10-01-2014		12-01-2018
pware0000171	7	85.7398	10-01-2015		12-01-2018
pware0000171	7	86.1249	10-01-2016		12-01-2018
pware0000172	7	77.886	10-01-2014		12-01-2018
pware0000172	7	89.3896	10-01-2015		12-01-2018
pware0000172	7	89.7911	10-01-2016		12-01-2018
pware0000173	7	63.1868	10-01-2014		12-01-2018
pware0000173	7	72.5193	10-01-2015		12-01-2018
pware0000173	7	72.8451	10-01-2016		12-01-2018
pware0000174	7	67.1619	10-01-2014		12-01-2018
pware0000174	7	77.0815	10-01-2015		12-01-2018
pware0000174	7	77.4278	10-01-2016		12-01-2018
pware0000175	7	34.808	10-01-2014		12-01-2018
pware0000175	7	39.9491	10-01-2015		12-01-2018
pware0000175	7	40.1285	10-01-2016		12-01-2018
pware0000176	7	59.2935	10-01-2014		12-01-2018
pware0000176	7	67.4436	10-01-2015		12-01-2018
pware0000176	7	68.3736	10-01-2016		12-01-2018
pware0000177	7	62.7029	10-01-2014		12-01-2018
pware0000177	7	71.9639	10-01-2015		12-01-2018
pware0000177	7	72.2872	10-01-2016		12-01-2018
pware0000178	7	36.2237	10-01-2014		12-01-2018
pware0000178	7	42.8065	10-01-2015		12-01-2018
pware0000178	7	43.0095	10-01-2016		12-01-2018
pware0000179	7	34.808	10-01-2014		12-01-2018
pware0000179	7	39.9491	10-01-2015		12-01-2018
pware0000179	7	40.1285	10-01-2016		12-01-2018
pware0000180	7	40.088	10-01-2014		12-01-2018
pware0000180	7	46.0089	10-01-2015		12-01-2018
pware0000180	7	46.2156	10-01-2016		12-01-2018
pware0000181	7	34.3673	10-01-2014		12-01-2018
pware0000181	7	39.4433	10-01-2015		12-01-2018
pware0000181	7	39.6205	10-01-2016		12-01-2018
pware0000182	7	46.0939	10-01-2014		12-01-2018
pware0000182	7	52.9018	10-01-2015		12-01-2018
pware0000182	7	53.1394	10-01-2016		12-01-2018
pware0000183	7	48.0814	10-01-2014		12-01-2018
pware0000183	7	55.1829	10-01-2015		12-01-2018
pware0000183	7	55.4308	10-01-2016		12-01-2018
pware0000184	7	54.0441	10-01-2014		12-01-2018
pware0000184	7	62.0262	10-01-2015		12-01-2018
pware0000184	7	62.3048	10-01-2016		12-01-2018
pware0000185	7	51.2615	10-01-2014		12-01-2018
pware0000185	7	58.8327	10-01-2015		12-01-2018
pware0000185	7	59.097	10-01-2016		12-01-2018
pware0000186	7	63.5843	10-01-2014		12-01-2018
pware0000186	7	72.9755	10-01-2015		12-01-2018
pware0000186	7	73.3033	10-01-2016		12-01-2018
pware0000187	7	59.333	10-01-2014		12-01-2018
pware0000187	7	70.1154	10-01-2015		12-01-2018
pware0000187	7	70.4479	10-01-2016		12-01-2018
pware0000188	7	58.6685	10-01-2014		12-01-2018
pware0000188	7	66.7327	10-01-2015		12-01-2018
pware0000188	7	67.6529	10-01-2016		12-01-2018
pware0000189	7	59.8425	10-01-2014		12-01-2018
pware0000189	7	68.6811	10-01-2015		12-01-2018
pware0000189	7	68.9896	10-01-2016		12-01-2018
pware0000190	7	44.3078	10-01-2014		12-01-2018
pware0000190	7	52.3598	10-01-2015		12-01-2018
pware0000190	7	52.6081	10-01-2016		12-01-2018
pware0000191	7	63.1868	10-01-2014		12-01-2018
pware0000191	7	72.5193	10-01-2015		12-01-2018
pware0000191	7	72.8451	10-01-2016		12-01-2018
pware0000192	7	65.278	10-01-2014		12-01-2018
pware0000192	7	74.9194	10-01-2015		12-01-2018
pware0000192	7	75.256	10-01-2016		12-01-2018
pware0000193	7	67.568	10-01-2014		12-01-2018
pware0000193	7	77.5477	10-01-2015		12-01-2018
pware0000193	7	77.896	10-01-2016		12-01-2018
pware0000194	7	71.0074	10-01-2014		12-01-2018
pware0000194	7	81.495	10-01-2015		12-01-2018
pware0000194	7	81.861	10-01-2016		12-01-2018
pware0000195	7	65.5632	10-01-2014		12-01-2018
pware0000195	7	75.2467	10-01-2015		12-01-2018
pware0000195	7	75.5847	10-01-2016		12-01-2018
pware0000196	7	44.9359	10-01-2014		12-01-2018
pware0000196	7	51.5728	10-01-2015		12-01-2018
pware0000196	7	51.8045	10-01-2016		12-01-2018
pware0000197	7	64.7768	10-01-2014		12-01-2018
pware0000197	7	74.3442	10-01-2015		12-01-2018
pware0000197	7	74.6782	10-01-2016		12-01-2018
pware0000198	7	75.501	10-01-2014		12-01-2018
pware0000198	7	86.6523	10-01-2015		12-01-2018
pware0000198	7	87.0415	10-01-2016		12-01-2018
pware0000199	7	58.4167	10-01-2014		12-01-2018
pware0000199	7	67.0447	10-01-2015		12-01-2018
pware0000199	7	67.3458	10-01-2016		12-01-2018
pware0000200	7	74.7059	10-01-2014		12-01-2018
pware0000200	7	85.7398	10-01-2015		12-01-2018
pware0000200	7	86.1249	10-01-2016		12-01-2018
pware0000201	7	77.886	10-01-2014		12-01-2018
pware0000201	7	89.3896	10-01-2015		12-01-2018
pware0000201	7	89.7911	10-01-2016		12-01-2018
pware0000202	7	63.1868	10-01-2014		12-01-2018
pware0000202	7	72.5193	10-01-2015		12-01-2018
pware0000202	7	72.8451	10-01-2016		12-01-2018
pware0000203	7	67.1619	10-01-2014		12-01-2018
pware0000203	7	77.0815	10-01-2015		12-01-2018
pware0000203	7	77.4278	10-01-2016		12-01-2018
pware0000204	7	34.808	10-01-2014		12-01-2018
pware0000204	7	39.9491	10-01-2015		12-01-2018
pware0000204	7	40.1285	10-01-2016		12-01-2018
pware0000205	7	59.2935	10-01-2014		12-01-2018
pware0000205	7	67.4436	10-01-2015		12-01-2018
pware0000205	7	68.3736	10-01-2016		12-01-2018
pware0000206	7	62.7029	10-01-2014		12-01-2018
pware0000206	7	71.9639	10-01-2015		12-01-2018
pware0000206	7	72.2872	10-01-2016		12-01-2018
pware0000207	7	36.2237	10-01-2014		12-01-2018
pware0000207	7	42.8065	10-01-2015		12-01-2018
pware0000207	7	43.0095	10-01-2016		12-01-2018
pware0000208	7	34.808	10-01-2014		12-01-2018
pware0000208	7	39.9491	10-01-2015		12-01-2018
pware0000208	7	40.1285	10-01-2016		12-01-2018
pware0000209	7	40.088	10-01-2014		12-01-2018
pware0000209	7	46.0089	10-01-2015		12-01-2018
pware0000209	7	46.2156	10-01-2016		12-01-2018
pware0000210	7	34.3673	10-01-2014		12-01-2018
pware0000210	7	39.4433	10-01-2015		12-01-2018
pware0000210	7	39.6205	10-01-2016		12-01-2018
pware0000211	7	46.0939	10-01-2014		12-01-2018
pware0000211	7	52.9018	10-01-2015		12-01-2018
pware0000211	7	53.1394	10-01-2016		12-01-2018
pware0000212	7	48.0814	10-01-2014		12-01-2018
pware0000212	7	55.1829	10-01-2015		12-01-2018
pware0000212	7	55.4308	10-01-2016		12-01-2018
pware0000213	7	54.0441	10-01-2014		12-01-2018
pware0000213	7	62.0262	10-01-2015		12-01-2018
pware0000213	7	62.3048	10-01-2016		12-01-2018
pware0000214	7	51.2615	10-01-2014		12-01-2018
pware0000214	7	58.8327	10-01-2015		12-01-2018
pware0000214	7	59.097	10-01-2016		12-01-2018
pware0000215	7	63.5843	10-01-2014		12-01-2018
pware0000215	7	72.9755	10-01-2015		12-01-2018
pware0000215	7	73.3033	10-01-2016		12-01-2018
pware0000216	7	59.333	10-01-2014		12-01-2018
pware0000216	7	70.1154	10-01-2015		12-01-2018
pware0000216	7	70.4479	10-01-2016		12-01-2018
pware0000217	7	58.6685	10-01-2014		12-01-2018
pware0000217	7	66.7327	10-01-2015		12-01-2018
pware0000217	7	67.6529	10-01-2016		12-01-2018
pware0000218	7	59.8425	10-01-2014		12-01-2018
pware0000218	7	68.6811	10-01-2015		12-01-2018
pware0000218	7	68.9896	10-01-2016		12-01-2018
pware0000219	7	44.3078	10-01-2014		12-01-2018
pware0000219	7	52.3598	10-01-2015		12-01-2018
pware0000219	7	52.6081	10-01-2016		12-01-2018
pware0000220	7	63.1868	10-01-2014		12-01-2018
pware0000220	7	72.5193	10-01-2015		12-01-2018
pware0000220	7	72.8451	10-01-2016		12-01-2018
pware0000221	7	65.278	10-01-2014		12-01-2018
pware0000221	7	74.9194	10-01-2015		12-01-2018
pware0000221	7	75.256	10-01-2016		12-01-2018
pware0000222	7	67.568	10-01-2014		12-01-2018
pware0000222	7	77.5477	10-01-2015		12-01-2018
pware0000222	7	77.896	10-01-2016		12-01-2018
pware0000223	7	71.0074	10-01-2014		12-01-2018
pware0000223	7	81.495	10-01-2015		12-01-2018
pware0000223	7	81.861	10-01-2016		12-01-2018
pware0000224	7	65.5632	10-01-2014		12-01-2018
pware0000224	7	75.2467	10-01-2015		12-01-2018
pware0000224	7	75.5847	10-01-2016		12-01-2018
pware0000225	7	44.9359	10-01-2014		12-01-2018
pware0000225	7	51.5728	10-01-2015		12-01-2018
pware0000225	7	51.8045	10-01-2016		12-01-2018
pware0000226	7	64.7768	10-01-2014		12-01-2018
pware0000226	7	74.3442	10-01-2015		12-01-2018
pware0000226	7	74.6782	10-01-2016		12-01-2018
pware0000227	7	75.501	10-01-2014		12-01-2018
pware0000227	7	86.6523	10-01-2015		12-01-2018
pware0000227	7	87.0415	10-01-2016		12-01-2018
pware0000228	7	58.4167	10-01-2014		12-01-2018
pware0000228	7	67.0447	10-01-2015		12-01-2018
pware0000228	7	67.3458	10-01-2016		12-01-2018
pware0000229	7	74.7059	10-01-2014		12-01-2018
pware0000229	7	85.7398	10-01-2015		12-01-2018
pware0000229	7	86.1249	10-01-2016		12-01-2018
pware0000230	7	77.886	10-01-2014		12-01-2018
pware0000230	7	89.3896	10-01-2015		12-01-2018
pware0000230	7	89.7911	10-01-2016		12-01-2018
pware0000231	7	48.0814	10-01-2014		12-01-2018
pware0000231	7	55.1829	10-01-2015		12-01-2018
pware0000231	7	55.4308	10-01-2016		12-01-2018
pware0000232	7	54.0441	10-01-2014		12-01-2018
pware0000232	7	62.0262	10-01-2015		12-01-2018
pware0000232	7	62.3048	10-01-2016		12-01-2018
pware0000233	7	51.2615	10-01-2014		12-01-2018
pware0000233	7	58.8327	10-01-2015		12-01-2018
pware0000233	7	59.097	10-01-2016		12-01-2018
pware0000234	7	63.001	10-01-2014		12-01-2018
pware0000234	7	71.6607	10-01-2015		12-01-2018
pware0000234	7	72.6488	10-01-2016		12-01-2018
pware0000235	7	62.7893	10-01-2014		12-01-2018
pware0000235	7	72.0631	10-01-2015		12-01-2018
pware0000235	7	72.3868	10-01-2016		12-01-2018
pware0000236	7	55.9523	10-01-2014		12-01-2018
pware0000236	7	66.1204	10-01-2015		12-01-2018
pware0000236	7	66.4339	10-01-2016		12-01-2018
pware0000237	7	56.5484	10-01-2014		12-01-2018
pware0000237	7	66.8249	10-01-2015		12-01-2018
pware0000237	7	67.1417	10-01-2016		12-01-2018
pware0000238	7	46.8889	10-01-2014		12-01-2018
pware0000238	7	53.8143	10-01-2015		12-01-2018
pware0000238	7	54.056	10-01-2016		12-01-2018
pware0000239	7	63.1868	10-01-2014		12-01-2018
pware0000239	7	72.5193	10-01-2015		12-01-2018
pware0000239	7	72.8451	10-01-2016		12-01-2018
pware0000240	7	61.6848	10-01-2014		12-01-2018
pware0000240	7	72.8946	10-01-2015		12-01-2018
pware0000240	7	73.2402	10-01-2016		12-01-2018
pware0000241	7	67.568	10-01-2014		12-01-2018
pware0000241	7	77.5477	10-01-2015		12-01-2018
pware0000241	7	77.896	10-01-2016		12-01-2018
pware0000242	7	67.0987	10-01-2014		12-01-2018
pware0000242	7	79.2924	10-01-2015		12-01-2018
pware0000242	7	79.6683	10-01-2016		12-01-2018
pware0000243	7	61.9542	10-01-2014		12-01-2018
pware0000243	7	73.213	10-01-2015		12-01-2018
pware0000243	7	73.5601	10-01-2016		12-01-2018
pware0000244	7	44.9359	10-01-2014		12-01-2018
pware0000244	7	51.5728	10-01-2015		12-01-2018
pware0000244	7	51.8045	10-01-2016		12-01-2018
ctoso0000402	7	5.7034	10-01-2014		12-01-2018
ctoso0000402	7	6.5458	10-01-2015		12-01-2018
ctoso0000402	7	6.5752	10-01-2016		12-01-2018
ctoso0000403	7	17.5769	10-01-2014		12-01-2018
ctoso0000403	7	20.1729	10-01-2015		12-01-2018
ctoso0000403	7	20.2635	10-01-2016		12-01-2018
ctoso0000404	7	7.9243	10-01-2014		12-01-2018
ctoso0000404	7	9.0947	10-01-2015		12-01-2018
ctoso0000404	7	9.1355	10-01-2016		12-01-2018
ctoso0000405	7	6.5589	10-01-2014		12-01-2018
ctoso0000405	7	7.5276	10-01-2015		12-01-2018
ctoso0000405	7	7.5615	10-01-2016		12-01-2018
ctoso0000406	7	5.7034	10-01-2014		12-01-2018
ctoso0000406	7	6.5458	10-01-2015		12-01-2018
ctoso0000406	7	6.5752	10-01-2016		12-01-2018
ctoso0000407	7	5.9454	10-01-2014		12-01-2018
ctoso0000407	7	6.8235	10-01-2015		12-01-2018
ctoso0000407	7	6.8541	10-01-2016		12-01-2018
ctoso0000408	7	6.4987	10-01-2014		12-01-2018
ctoso0000408	7	7.392	10-01-2015		12-01-2018
ctoso0000408	7	7.4939	10-01-2016		12-01-2018
ctoso0000409	7	3.7763	10-01-2014		12-01-2018
ctoso0000409	7	4.3341	10-01-2015		12-01-2018
ctoso0000409	7	4.3536	10-01-2016		12-01-2018
ctoso0000410	7	5.0639	10-01-2014		12-01-2018
ctoso0000410	7	5.8119	10-01-2015		12-01-2018
ctoso0000410	7	5.838	10-01-2016		12-01-2018
ctoso0000411	7	4.1825	10-01-2014		12-01-2018
ctoso0000411	7	4.8002	10-01-2015		12-01-2018
ctoso0000411	7	4.8218	10-01-2016		12-01-2018
ctoso0000412	7	4.5714	10-01-2014		12-01-2018
ctoso0000412	7	5.2465	10-01-2015		12-01-2018
ctoso0000412	7	5.2701	10-01-2016		12-01-2018
ctoso0000413	7	13.1697	10-01-2014		12-01-2018
ctoso0000413	7	15.1148	10-01-2015		12-01-2018
ctoso0000413	7	15.1827	10-01-2016		12-01-2018
ctoso0000414	7	11.234	10-01-2014		12-01-2018
ctoso0000414	7	12.8932	10-01-2015		12-01-2018
ctoso0000414	7	12.9511	10-01-2016		12-01-2018
ctoso0000415	7	11.8821	10-01-2014		12-01-2018
ctoso0000415	7	13.637	10-01-2015		12-01-2018
ctoso0000415	7	13.6983	10-01-2016		12-01-2018
ctoso0000416	7	11.0871	10-01-2014		12-01-2018
ctoso0000416	7	12.7246	10-01-2015		12-01-2018
ctoso0000416	7	12.7818	10-01-2016		12-01-2018
ctoso0000417	7	10.9854	10-01-2014		12-01-2018
ctoso0000417	7	12.4953	10-01-2015		12-01-2018
ctoso0000417	7	12.6676	10-01-2016		12-01-2018
ctoso0000418	7	5.2454	10-01-2014		12-01-2018
ctoso0000418	7	6.0201	10-01-2015		12-01-2018
ctoso0000418	7	6.0472	10-01-2016		12-01-2018
ctoso0000419	7	5.7896	10-01-2014		12-01-2018
ctoso0000419	7	6.8417	10-01-2015		12-01-2018
ctoso0000419	7	6.8741	10-01-2016		12-01-2018
ctoso0000420	7	7.449	10-01-2014		12-01-2018
ctoso0000420	7	8.5492	10-01-2015		12-01-2018
ctoso0000420	7	8.5876	10-01-2016		12-01-2018
ctoso0000421	7	9.6154	10-01-2014		12-01-2018
ctoso0000421	7	10.9371	10-01-2015		12-01-2018
ctoso0000421	7	11.0879	10-01-2016		12-01-2018
ctoso0000422	7	9.497	10-01-2014		12-01-2018
ctoso0000422	7	10.8997	10-01-2015		12-01-2018
ctoso0000422	7	10.9487	10-01-2016		12-01-2018
ctoso0000423	7	11.3193	10-01-2014		12-01-2018
ctoso0000423	7	12.8752	10-01-2015		12-01-2018
ctoso0000423	7	13.0527	10-01-2016		12-01-2018
ctoso0000424	7	12.4692	10-01-2014		12-01-2018
ctoso0000424	7	14.7352	10-01-2015		12-01-2018
ctoso0000424	7	14.8051	10-01-2016		12-01-2018
ctoso0000425	7	8.7711	10-01-2014		12-01-2018
ctoso0000425	7	10.0666	10-01-2015		12-01-2018
ctoso0000425	7	10.1118	10-01-2016		12-01-2018
ctoso0000426	7	6.8268	10-01-2014		12-01-2018
ctoso0000426	7	7.8351	10-01-2015		12-01-2018
ctoso0000426	7	7.8703	10-01-2016		12-01-2018
ctoso0000427	7	7.8173	10-01-2014		12-01-2018
ctoso0000427	7	8.8918	10-01-2015		12-01-2018
ctoso0000427	7	9.0145	10-01-2016		12-01-2018
ctoso0000428	7	10.0007	10-01-2014		12-01-2018
ctoso0000428	7	11.3753	10-01-2015		12-01-2018
ctoso0000428	7	11.5322	10-01-2016		12-01-2018
ctoso0000429	7	22.0233	10-01-2014		12-01-2018
ctoso0000429	7	26.0255	10-01-2015		12-01-2018
ctoso0000429	7	26.1489	10-01-2016		12-01-2018
ctoso0000430	7	7.0083	10-01-2014		12-01-2018
ctoso0000430	7	8.0434	10-01-2015		12-01-2018
ctoso0000430	7	8.0795	10-01-2016		12-01-2018
ctoso0000431	7	5.2454	10-01-2014		12-01-2018
ctoso0000431	7	6.0201	10-01-2015		12-01-2018
ctoso0000431	7	6.0472	10-01-2016		12-01-2018
ctoso0000432	7	6.944	10-01-2014		12-01-2018
ctoso0000432	7	7.8985	10-01-2015		12-01-2018
ctoso0000432	7	8.0074	10-01-2016		12-01-2018
ctoso0000433	7	6.7642	10-01-2014		12-01-2018
ctoso0000433	7	7.6939	10-01-2015		12-01-2018
ctoso0000433	7	7.8	10-01-2016		12-01-2018
ctoso0000434	7	4.3197	10-01-2014		12-01-2018
ctoso0000434	7	5.1047	10-01-2015		12-01-2018
ctoso0000434	7	5.1289	10-01-2016		12-01-2018
ctoso0000435	7	8.9743	10-01-2014		12-01-2018
ctoso0000435	7	10.6051	10-01-2015		12-01-2018
ctoso0000435	7	10.6554	10-01-2016		12-01-2018
ctoso0000436	7	6.1268	10-01-2014		12-01-2018
ctoso0000436	7	7.0318	10-01-2015		12-01-2018
ctoso0000436	7	7.0633	10-01-2016		12-01-2018
ctoso0000437	7	5.7034	10-01-2014		12-01-2018
ctoso0000437	7	6.5458	10-01-2015		12-01-2018
ctoso0000437	7	6.5752	10-01-2016		12-01-2018
ctoso0000438	7	17.5769	10-01-2014		12-01-2018
ctoso0000438	7	20.1729	10-01-2015		12-01-2018
ctoso0000438	7	20.2635	10-01-2016		12-01-2018
ctoso0000439	7	7.9243	10-01-2014		12-01-2018
ctoso0000439	7	9.0947	10-01-2015		12-01-2018
ctoso0000439	7	9.1355	10-01-2016		12-01-2018
ctoso0000440	7	6.5589	10-01-2014		12-01-2018
ctoso0000440	7	7.5276	10-01-2015		12-01-2018
ctoso0000440	7	7.5615	10-01-2016		12-01-2018
ctoso0000441	7	5.7034	10-01-2014		12-01-2018
ctoso0000441	7	6.5458	10-01-2015		12-01-2018
ctoso0000441	7	6.5752	10-01-2016		12-01-2018
ctoso0000442	7	5.9454	10-01-2014		12-01-2018
ctoso0000442	7	6.8235	10-01-2015		12-01-2018
ctoso0000442	7	6.8541	10-01-2016		12-01-2018
ctoso0000443	7	6.4987	10-01-2014		12-01-2018
