Brand_ID	ProductLabel	CurrencyKey	UnitCost_EUR	SCD_EffectiveDate	ETL_LoadID	ETL_CreateDate
pware0000151	0306008	7	35.7852	01-01-2012		12-01-2018
pware0000151	0306008	7	37.1359	10-01-2012		12-01-2018
pware0000151	0306008	7	37.0047	10-01-2013		12-01-2018
pware0000152	0306009	7	30.6786	01-01-2012		12-01-2018
pware0000152	0306009	7	31.8365	10-01-2012		12-01-2018
pware0000152	0306009	7	31.7241	10-01-2013		12-01-2018
pware0000153	0306010	7	41.1465	01-01-2012		12-01-2018
pware0000153	0306010	7	42.6995	10-01-2012		12-01-2018
pware0000153	0306010	7	42.5487	10-01-2013		12-01-2018
pware0000154	0306011	7	42.9207	01-01-2012		12-01-2018
pware0000154	0306011	7	44.5407	10-01-2012		12-01-2018
pware0000154	0306011	7	44.3834	10-01-2013		12-01-2018
pware0000155	0306012	7	48.2434	01-01-2012		12-01-2018
pware0000155	0306012	7	50.0643	10-01-2012		12-01-2018
pware0000155	0306012	7	49.8874	10-01-2013		12-01-2018
pware0000156	0306013	7	45.7594	01-01-2012		12-01-2018
pware0000156	0306013	7	47.4866	10-01-2012		12-01-2018
pware0000156	0306013	7	47.3189	10-01-2013		12-01-2018
pware0000157	0306014	7	56.7596	01-01-2012		12-01-2018
pware0000157	0306014	7	58.902	10-01-2012		12-01-2018
pware0000157	0306014	7	58.6939	10-01-2013		12-01-2018
pware0000158	0306015	7	56.0499	01-01-2012		12-01-2018
pware0000159	0306016	7	52.8563	01-01-2012		12-01-2018
pware0000159	0306016	7	52.1271	10-01-2013		12-01-2018
pware0000160	0306017	7	53.4195	01-01-2012		12-01-2018
pware0000160	0306017	7	55.4357	10-01-2012		12-01-2018
pware0000160	0306017	7	55.2399	10-01-2013		12-01-2018
pware0000161	0306018	7	41.8562	01-01-2012		12-01-2018
pware0000162	0306019	7	56.4048	01-01-2012		12-01-2018
pware0000162	0306019	7	58.5337	10-01-2012		12-01-2018
pware0000162	0306019	7	58.3269	10-01-2013		12-01-2018
pware0000163	0306020	7	58.2716	01-01-2012		12-01-2018
pware0000163	0306020	7	60.471	10-01-2012		12-01-2018
pware0000163	0306020	7	60.2574	10-01-2013		12-01-2018
pware0000164	0306021	7	60.3158	01-01-2012		12-01-2018
pware0000164	0306021	7	62.5923	10-01-2012		12-01-2018
pware0000164	0306021	7	62.3712	10-01-2013		12-01-2018
pware0000165	0306022	7	63.3859	01-01-2012		12-01-2018
pware0000165	0306022	7	65.7784	10-01-2012		12-01-2018
pware0000165	0306022	7	65.546	10-01-2013		12-01-2018
pware0000166	0306023	7	58.5261	01-01-2012		12-01-2018
pware0000166	0306023	7	60.7351	10-01-2012		12-01-2018
pware0000166	0306023	7	60.5206	10-01-2013		12-01-2018
pware0000167	0306024	7	40.1128	01-01-2012		12-01-2018
pware0000167	0306024	7	41.6268	10-01-2012		12-01-2018
pware0000167	0306024	7	41.4798	10-01-2013		12-01-2018
pware0000168	0306025	7	57.8241	01-01-2012		12-01-2018
pware0000168	0306025	7	60.0067	10-01-2012		12-01-2018
pware0000168	0306025	7	59.7947	10-01-2013		12-01-2018
pware0000169	0306026	7	67.3972	01-01-2012		12-01-2018
pware0000169	0306026	7	69.9411	10-01-2012		12-01-2018
pware0000169	0306026	7	69.694	10-01-2013		12-01-2018
pware0000170	0306027	7	52.1466	01-01-2012		12-01-2018
pware0000170	0306027	7	54.1149	10-01-2012		12-01-2018
pware0000170	0306027	7	53.9237	10-01-2013		12-01-2018
pware0000171	0306028	7	66.6875	01-01-2012		12-01-2018
pware0000171	0306028	7	69.2046	10-01-2012		12-01-2018
pware0000171	0306028	7	68.9601	10-01-2013		12-01-2018
pware0000172	0306029	7	69.5263	01-01-2012		12-01-2018
pware0000172	0306029	7	72.1505	10-01-2012		12-01-2018
pware0000172	0306029	7	71.8956	10-01-2013		12-01-2018
pware0000173	0306030	7	56.4048	01-01-2012		12-01-2018
pware0000173	0306030	7	58.5337	10-01-2012		12-01-2018
pware0000173	0306030	7	58.3269	10-01-2013		12-01-2018
pware0000174	0306031	7	59.9532	01-01-2012		12-01-2018
pware0000174	0306031	7	62.2161	10-01-2012		12-01-2018
pware0000174	0306031	7	61.9963	10-01-2013		12-01-2018
pware0000175	0306032	7	31.072	01-01-2012		12-01-2018
pware0000175	0306032	7	32.2448	10-01-2012		12-01-2018
pware0000175	0306032	7	32.1309	10-01-2013		12-01-2018
pware0000176	0306033	7	53.4195	01-01-2012		12-01-2018
pware0000176	0306033	7	52.6825	10-01-2013		12-01-2018
pware0000177	0306034	7	55.9728	01-01-2012		12-01-2018
pware0000177	0306034	7	58.0854	10-01-2012		12-01-2018
pware0000177	0306034	7	57.8802	10-01-2013		12-01-2018
pware0000178	0306035	7	34.2193	01-01-2012		12-01-2018
pware0000179	0306036	7	31.072	01-01-2012		12-01-2018
pware0000179	0306036	7	32.2448	10-01-2012		12-01-2018
pware0000179	0306036	7	32.1309	10-01-2013		12-01-2018
pware0000180	0306037	7	35.7852	01-01-2012		12-01-2018
pware0000180	0306037	7	37.1359	10-01-2012		12-01-2018
pware0000180	0306037	7	37.0047	10-01-2013		12-01-2018
pware0000181	0306038	7	30.6786	01-01-2012		12-01-2018
pware0000181	0306038	7	31.8365	10-01-2012		12-01-2018
pware0000181	0306038	7	31.7241	10-01-2013		12-01-2018
pware0000182	0306039	7	41.1465	01-01-2012		12-01-2018
pware0000182	0306039	7	42.6995	10-01-2012		12-01-2018
pware0000182	0306039	7	42.5487	10-01-2013		12-01-2018
pware0000183	0306040	7	42.9207	01-01-2012		12-01-2018
pware0000183	0306040	7	44.5407	10-01-2012		12-01-2018
pware0000183	0306040	7	44.3834	10-01-2013		12-01-2018
pware0000184	0306041	7	48.2434	01-01-2012		12-01-2018
pware0000184	0306041	7	50.0643	10-01-2012		12-01-2018
pware0000184	0306041	7	49.8874	10-01-2013		12-01-2018
pware0000185	0306042	7	45.7594	01-01-2012		12-01-2018
pware0000185	0306042	7	47.4866	10-01-2012		12-01-2018
pware0000185	0306042	7	47.3189	10-01-2013		12-01-2018
pware0000186	0306043	7	56.7596	01-01-2012		12-01-2018
pware0000186	0306043	7	58.902	10-01-2012		12-01-2018
pware0000186	0306043	7	58.6939	10-01-2013		12-01-2018
pware0000187	0306044	7	56.0499	01-01-2012		12-01-2018
pware0000188	0306045	7	52.8563	01-01-2012		12-01-2018
pware0000188	0306045	7	52.1271	10-01-2013		12-01-2018
pware0000189	0306046	7	53.4195	01-01-2012		12-01-2018
pware0000189	0306046	7	55.4357	10-01-2012		12-01-2018
pware0000189	0306046	7	55.2399	10-01-2013		12-01-2018
pware0000190	0306047	7	41.8562	01-01-2012		12-01-2018
pware0000191	0306048	7	56.4048	01-01-2012		12-01-2018
pware0000191	0306048	7	58.5337	10-01-2012		12-01-2018
pware0000191	0306048	7	58.3269	10-01-2013		12-01-2018
pware0000192	0306049	7	58.2716	01-01-2012		12-01-2018
pware0000192	0306049	7	60.471	10-01-2012		12-01-2018
pware0000192	0306049	7	60.2574	10-01-2013		12-01-2018
pware0000193	0306050	7	60.3158	01-01-2012		12-01-2018
pware0000193	0306050	7	62.5923	10-01-2012		12-01-2018
pware0000193	0306050	7	62.3712	10-01-2013		12-01-2018
pware0000194	0306051	7	63.3859	01-01-2012		12-01-2018
pware0000194	0306051	7	65.7784	10-01-2012		12-01-2018
pware0000194	0306051	7	65.546	10-01-2013		12-01-2018
pware0000195	0306052	7	58.5261	01-01-2012		12-01-2018
pware0000195	0306052	7	60.7351	10-01-2012		12-01-2018
pware0000195	0306052	7	60.5206	10-01-2013		12-01-2018
pware0000196	0306053	7	40.1128	01-01-2012		12-01-2018
pware0000196	0306053	7	41.6268	10-01-2012		12-01-2018
pware0000196	0306053	7	41.4798	10-01-2013		12-01-2018
pware0000197	0306054	7	57.8241	01-01-2012		12-01-2018
pware0000197	0306054	7	60.0067	10-01-2012		12-01-2018
pware0000197	0306054	7	59.7947	10-01-2013		12-01-2018
pware0000198	0306055	7	67.3972	01-01-2012		12-01-2018
pware0000198	0306055	7	69.9411	10-01-2012		12-01-2018
pware0000198	0306055	7	69.694	10-01-2013		12-01-2018
pware0000199	0306056	7	52.1466	01-01-2012		12-01-2018
pware0000199	0306056	7	54.1149	10-01-2012		12-01-2018
pware0000199	0306056	7	53.9237	10-01-2013		12-01-2018
pware0000200	0306057	7	66.6875	01-01-2012		12-01-2018
pware0000200	0306057	7	69.2046	10-01-2012		12-01-2018
pware0000200	0306057	7	68.9601	10-01-2013		12-01-2018
pware0000201	0306058	7	69.5263	01-01-2012		12-01-2018
pware0000201	0306058	7	72.1505	10-01-2012		12-01-2018
pware0000201	0306058	7	71.8956	10-01-2013		12-01-2018
pware0000202	0306059	7	56.4048	01-01-2012		12-01-2018
pware0000202	0306059	7	58.5337	10-01-2012		12-01-2018
pware0000202	0306059	7	58.3269	10-01-2013		12-01-2018
pware0000203	0306060	7	59.9532	01-01-2012		12-01-2018
pware0000203	0306060	7	62.2161	10-01-2012		12-01-2018
pware0000203	0306060	7	61.9963	10-01-2013		12-01-2018
pware0000204	0306061	7	31.072	01-01-2012		12-01-2018
pware0000204	0306061	7	32.2448	10-01-2012		12-01-2018
pware0000204	0306061	7	32.1309	10-01-2013		12-01-2018
pware0000205	0306062	7	53.4195	01-01-2012		12-01-2018
pware0000205	0306062	7	52.6825	10-01-2013		12-01-2018
pware0000206	0306063	7	55.9728	01-01-2012		12-01-2018
pware0000206	0306063	7	58.0854	10-01-2012		12-01-2018
pware0000206	0306063	7	57.8802	10-01-2013		12-01-2018
pware0000207	0306064	7	34.2193	01-01-2012		12-01-2018
pware0000208	0306065	7	31.072	01-01-2012		12-01-2018
pware0000208	0306065	7	32.2448	10-01-2012		12-01-2018
pware0000208	0306065	7	32.1309	10-01-2013		12-01-2018
pware0000209	0306066	7	35.7852	01-01-2012		12-01-2018
pware0000209	0306066	7	37.1359	10-01-2012		12-01-2018
pware0000209	0306066	7	37.0047	10-01-2013		12-01-2018
pware0000210	0306067	7	30.6786	01-01-2012		12-01-2018
pware0000210	0306067	7	31.8365	10-01-2012		12-01-2018
pware0000210	0306067	7	31.7241	10-01-2013		12-01-2018
pware0000211	0306068	7	41.1465	01-01-2012		12-01-2018
pware0000211	0306068	7	42.6995	10-01-2012		12-01-2018
pware0000211	0306068	7	42.5487	10-01-2013		12-01-2018
pware0000212	0306069	7	42.9207	01-01-2012		12-01-2018
pware0000212	0306069	7	44.5407	10-01-2012		12-01-2018
pware0000212	0306069	7	44.3834	10-01-2013		12-01-2018
pware0000213	0306070	7	48.2434	01-01-2012		12-01-2018
pware0000213	0306070	7	50.0643	10-01-2012		12-01-2018
pware0000213	0306070	7	49.8874	10-01-2013		12-01-2018
pware0000214	0306071	7	45.7594	01-01-2012		12-01-2018
pware0000214	0306071	7	47.4866	10-01-2012		12-01-2018
pware0000214	0306071	7	47.3189	10-01-2013		12-01-2018
pware0000215	0306072	7	56.7596	01-01-2012		12-01-2018
pware0000215	0306072	7	58.902	10-01-2012		12-01-2018
pware0000215	0306072	7	58.6939	10-01-2013		12-01-2018
pware0000216	0306073	7	56.0499	01-01-2012		12-01-2018
pware0000217	0306074	7	52.8563	01-01-2012		12-01-2018
pware0000217	0306074	7	52.1271	10-01-2013		12-01-2018
pware0000218	0306075	7	53.4195	01-01-2012		12-01-2018
pware0000218	0306075	7	55.4357	10-01-2012		12-01-2018
pware0000218	0306075	7	55.2399	10-01-2013		12-01-2018
pware0000219	0306076	7	41.8562	01-01-2012		12-01-2018
pware0000220	0306077	7	56.4048	01-01-2012		12-01-2018
pware0000220	0306077	7	58.5337	10-01-2012		12-01-2018
pware0000220	0306077	7	58.3269	10-01-2013		12-01-2018
pware0000221	0306078	7	58.2716	01-01-2012		12-01-2018
pware0000221	0306078	7	60.471	10-01-2012		12-01-2018
pware0000221	0306078	7	60.2574	10-01-2013		12-01-2018
pware0000222	0306079	7	60.3158	01-01-2012		12-01-2018
pware0000222	0306079	7	62.5923	10-01-2012		12-01-2018
pware0000222	0306079	7	62.3712	10-01-2013		12-01-2018
pware0000223	0306080	7	63.3859	01-01-2012		12-01-2018
pware0000223	0306080	7	65.7784	10-01-2012		12-01-2018
pware0000223	0306080	7	65.546	10-01-2013		12-01-2018
pware0000224	0306081	7	58.5261	01-01-2012		12-01-2018
pware0000224	0306081	7	60.7351	10-01-2012		12-01-2018
pware0000224	0306081	7	60.5206	10-01-2013		12-01-2018
pware0000225	0306082	7	40.1128	01-01-2012		12-01-2018
pware0000225	0306082	7	41.6268	10-01-2012		12-01-2018
pware0000225	0306082	7	41.4798	10-01-2013		12-01-2018
pware0000226	0306083	7	57.8241	01-01-2012		12-01-2018
pware0000226	0306083	7	60.0067	10-01-2012		12-01-2018
pware0000226	0306083	7	59.7947	10-01-2013		12-01-2018
pware0000227	0306084	7	67.3972	01-01-2012		12-01-2018
pware0000227	0306084	7	69.9411	10-01-2012		12-01-2018
pware0000227	0306084	7	69.694	10-01-2013		12-01-2018
pware0000228	0306085	7	52.1466	01-01-2012		12-01-2018
pware0000228	0306085	7	54.1149	10-01-2012		12-01-2018
pware0000228	0306085	7	53.9237	10-01-2013		12-01-2018
pware0000229	0306086	7	66.6875	01-01-2012		12-01-2018
pware0000229	0306086	7	69.2046	10-01-2012		12-01-2018
pware0000229	0306086	7	68.9601	10-01-2013		12-01-2018
pware0000230	0306087	7	69.5263	01-01-2012		12-01-2018
pware0000230	0306087	7	72.1505	10-01-2012		12-01-2018
pware0000230	0306087	7	71.8956	10-01-2013		12-01-2018
pware0000231	0306088	7	42.9207	01-01-2012		12-01-2018
pware0000231	0306088	7	44.5407	10-01-2012		12-01-2018
pware0000231	0306088	7	44.3834	10-01-2013		12-01-2018
pware0000232	0306089	7	48.2434	01-01-2012		12-01-2018
pware0000232	0306089	7	50.0643	10-01-2012		12-01-2018
pware0000232	0306089	7	49.8874	10-01-2013		12-01-2018
pware0000233	0306090	7	45.7594	01-01-2012		12-01-2018
pware0000233	0306090	7	47.4866	10-01-2012		12-01-2018
pware0000233	0306090	7	47.3189	10-01-2013		12-01-2018
pware0000234	0306091	7	56.7596	01-01-2012		12-01-2018
pware0000234	0306091	7	55.9766	10-01-2013		12-01-2018
pware0000235	0306092	7	56.0499	01-01-2012		12-01-2018
pware0000235	0306092	7	58.1655	10-01-2012		12-01-2018
pware0000235	0306092	7	57.96	10-01-2013		12-01-2018
pware0000236	0306093	7	52.8563	01-01-2012		12-01-2018
pware0000237	0306094	7	53.4195	01-01-2012		12-01-2018
pware0000238	0306095	7	41.8562	01-01-2012		12-01-2018
pware0000238	0306095	7	43.436	10-01-2012		12-01-2018
pware0000238	0306095	7	43.2826	10-01-2013		12-01-2018
pware0000239	0306096	7	56.4048	01-01-2012		12-01-2018
pware0000239	0306096	7	58.5337	10-01-2012		12-01-2018
pware0000239	0306096	7	58.3269	10-01-2013		12-01-2018
pware0000240	0306097	7	58.2716	01-01-2012		12-01-2018
pware0000241	0306098	7	60.3158	01-01-2012		12-01-2018
pware0000241	0306098	7	62.5923	10-01-2012		12-01-2018
pware0000241	0306098	7	62.3712	10-01-2013		12-01-2018
pware0000242	0306099	7	63.3859	01-01-2012		12-01-2018
pware0000243	0306100	7	58.5261	01-01-2012		12-01-2018
pware0000244	0306101	7	40.1128	01-01-2012		12-01-2018
pware0000244	0306101	7	41.6268	10-01-2012		12-01-2018
pware0000244	0306101	7	41.4798	10-01-2013		12-01-2018
ctoso0000402	0308001	7	5.0912	01-01-2012		12-01-2018
ctoso0000402	0308001	7	5.2834	10-01-2012		12-01-2018
ctoso0000402	0308001	7	5.2647	10-01-2013		12-01-2018
ctoso0000403	0308002	7	15.6903	01-01-2012		12-01-2018
ctoso0000403	0308002	7	16.2825	10-01-2012		12-01-2018
ctoso0000403	0308002	7	16.225	10-01-2013		12-01-2018
ctoso0000404	0308003	7	7.0737	01-01-2012		12-01-2018
ctoso0000404	0308003	7	7.3407	10-01-2012		12-01-2018
ctoso0000404	0308003	7	7.3148	10-01-2013		12-01-2018
ctoso0000405	0308004	7	5.8549	01-01-2012		12-01-2018
ctoso0000405	0308004	7	6.0759	10-01-2012		12-01-2018
ctoso0000405	0308004	7	6.0545	10-01-2013		12-01-2018
ctoso0000406	0308005	7	5.0912	01-01-2012		12-01-2018
ctoso0000406	0308005	7	5.2834	10-01-2012		12-01-2018
ctoso0000406	0308005	7	5.2647	10-01-2013		12-01-2018
ctoso0000407	0308006	7	5.3072	01-01-2012		12-01-2018
ctoso0000407	0308006	7	5.5076	10-01-2012		12-01-2018
ctoso0000407	0308006	7	5.4881	10-01-2013		12-01-2018
ctoso0000408	0308007	7	5.8549	01-01-2012		12-01-2018
ctoso0000408	0308007	7	5.7742	10-01-2013		12-01-2018
ctoso0000409	0308008	7	3.371	01-01-2012		12-01-2018
ctoso0000409	0308008	7	3.4983	10-01-2012		12-01-2018
ctoso0000409	0308008	7	3.4859	10-01-2013		12-01-2018
ctoso0000410	0308009	7	4.5204	01-01-2012		12-01-2018
ctoso0000410	0308009	7	4.691	10-01-2012		12-01-2018
ctoso0000410	0308009	7	4.6745	10-01-2013		12-01-2018
ctoso0000411	0308010	7	3.7336	01-01-2012		12-01-2018
ctoso0000411	0308010	7	3.8745	10-01-2012		12-01-2018
ctoso0000411	0308010	7	3.8608	10-01-2013		12-01-2018
ctoso0000412	0308011	7	4.0807	01-01-2012		12-01-2018
ctoso0000412	0308011	7	4.2347	10-01-2012		12-01-2018
ctoso0000412	0308011	7	4.2198	10-01-2013		12-01-2018
ctoso0000413	0308012	7	11.7561	01-01-2012		12-01-2018
ctoso0000413	0308012	7	12.1999	10-01-2012		12-01-2018
ctoso0000413	0308012	7	12.1568	10-01-2013		12-01-2018
ctoso0000414	0308013	7	10.0282	01-01-2012		12-01-2018
ctoso0000414	0308013	7	10.4067	10-01-2012		12-01-2018
ctoso0000414	0308013	7	10.3699	10-01-2013		12-01-2018
ctoso0000415	0308014	7	10.6068	01-01-2012		12-01-2018
ctoso0000415	0308014	7	11.0071	10-01-2012		12-01-2018
ctoso0000415	0308014	7	10.9682	10-01-2013		12-01-2018
ctoso0000416	0308015	7	9.8971	01-01-2012		12-01-2018
ctoso0000416	0308015	7	10.2706	10-01-2012		12-01-2018
ctoso0000416	0308015	7	10.2343	10-01-2013		12-01-2018
ctoso0000417	0308016	7	9.8971	01-01-2012		12-01-2018
ctoso0000417	0308016	7	9.7605	10-01-2013		12-01-2018
ctoso0000418	0308017	7	4.6824	01-01-2012		12-01-2018
ctoso0000418	0308017	7	4.8591	10-01-2012		12-01-2018
ctoso0000418	0308017	7	4.842	10-01-2013		12-01-2018
ctoso0000419	0308018	7	5.4692	01-01-2012		12-01-2018
ctoso0000420	0308019	7	6.6495	01-01-2012		12-01-2018
ctoso0000420	0308019	7	6.9004	10-01-2012		12-01-2018
ctoso0000420	0308019	7	6.8761	10-01-2013		12-01-2018
ctoso0000421	0308020	7	8.6628	01-01-2012		12-01-2018
ctoso0000421	0308020	7	8.5433	10-01-2013		12-01-2018
ctoso0000422	0308021	7	8.4777	01-01-2012		12-01-2018
ctoso0000422	0308021	7	8.7977	10-01-2012		12-01-2018
ctoso0000422	0308021	7	8.7666	10-01-2013		12-01-2018
ctoso0000423	0308022	7	10.1979	01-01-2012		12-01-2018
ctoso0000423	0308022	7	10.0572	10-01-2013		12-01-2018
ctoso0000424	0308023	7	11.7793	01-01-2012		12-01-2018
ctoso0000425	0308024	7	7.8297	01-01-2012		12-01-2018
ctoso0000425	0308024	7	8.1252	10-01-2012		12-01-2018
ctoso0000425	0308024	7	8.0965	10-01-2013		12-01-2018
ctoso0000426	0308025	7	6.0941	01-01-2012		12-01-2018
ctoso0000426	0308025	7	6.3241	10-01-2012		12-01-2018
ctoso0000426	0308025	7	6.3017	10-01-2013		12-01-2018
ctoso0000427	0308026	7	7.0429	01-01-2012		12-01-2018
ctoso0000427	0308026	7	6.9457	10-01-2013		12-01-2018
ctoso0000428	0308027	7	9.01	01-01-2012		12-01-2018
ctoso0000428	0308027	7	8.8857	10-01-2013		12-01-2018
ctoso0000429	0308028	7	20.8047	01-01-2012		12-01-2018
ctoso0000430	0308029	7	6.2561	01-01-2012		12-01-2018
ctoso0000430	0308029	7	6.4922	10-01-2012		12-01-2018
ctoso0000430	0308029	7	6.4692	10-01-2013		12-01-2018
ctoso0000431	0308030	7	4.6824	01-01-2012		12-01-2018
ctoso0000431	0308030	7	4.8591	10-01-2012		12-01-2018
ctoso0000431	0308030	7	4.842	10-01-2013		12-01-2018
ctoso0000432	0308031	7	6.2561	01-01-2012		12-01-2018
ctoso0000432	0308031	7	6.1697	10-01-2013		12-01-2018
ctoso0000433	0308032	7	6.0941	01-01-2012		12-01-2018
ctoso0000433	0308032	7	6.01	10-01-2013		12-01-2018
ctoso0000434	0308033	7	4.0807	01-01-2012		12-01-2018
ctoso0000435	0308034	7	8.4777	01-01-2012		12-01-2018
ctoso0000436	0308035	7	5.4692	01-01-2012		12-01-2018
ctoso0000436	0308035	7	5.6757	10-01-2012		12-01-2018
ctoso0000436	0308035	7	5.6556	10-01-2013		12-01-2018
ctoso0000437	0308036	7	5.0912	01-01-2012		12-01-2018
ctoso0000437	0308036	7	5.2834	10-01-2012		12-01-2018
ctoso0000437	0308036	7	5.2647	10-01-2013		12-01-2018
ctoso0000438	0308037	7	15.6903	01-01-2012		12-01-2018
ctoso0000438	0308037	7	16.2825	10-01-2012		12-01-2018
ctoso0000438	0308037	7	16.225	10-01-2013		12-01-2018
ctoso0000439	0308038	7	7.0737	01-01-2012		12-01-2018
ctoso0000439	0308038	7	7.3407	10-01-2012		12-01-2018
ctoso0000439	0308038	7	7.3148	10-01-2013		12-01-2018
ctoso0000440	0308039	7	5.8549	01-01-2012		12-01-2018
ctoso0000440	0308039	7	6.0759	10-01-2012		12-01-2018
ctoso0000440	0308039	7	6.0545	10-01-2013		12-01-2018
ctoso0000441	0308040	7	5.0912	01-01-2012		12-01-2018
ctoso0000441	0308040	7	5.2834	10-01-2012		12-01-2018
ctoso0000441	0308040	7	5.2647	10-01-2013		12-01-2018
ctoso0000442	0308041	7	5.3072	01-01-2012		12-01-2018
ctoso0000442	0308041	7	5.5076	10-01-2012		12-01-2018
ctoso0000442	0308041	7	5.4881	10-01-2013		12-01-2018
ctoso0000443	0308042	7	5.8549	01-01-2012		12-01-2018
ctoso0000443	0308042	7	5.7742	10-01-2013		12-01-2018
ctoso0000444	0308043	7	3.371	01-01-2012		12-01-2018
ctoso0000444	0308043	7	3.4983	10-01-2012		12-01-2018
ctoso0000444	0308043	7	3.4859	10-01-2013		12-01-2018
ctoso0000445	0308044	7	4.5204	01-01-2012		12-01-2018
ctoso0000445	0308044	7	4.691	10-01-2012		12-01-2018
ctoso0000445	0308044	7	4.6745	10-01-2013		12-01-2018
ctoso0000446	0308045	7	3.7336	01-01-2012		12-01-2018
ctoso0000446	0308045	7	3.8745	10-01-2012		12-01-2018
ctoso0000446	0308045	7	3.8608	10-01-2013		12-01-2018
ctoso0000447	0308046	7	4.0807	01-01-2012		12-01-2018
ctoso0000447	0308046	7	4.2347	10-01-2012		12-01-2018
ctoso0000447	0308046	7	4.2198	10-01-2013		12-01-2018
ctoso0000448	0308047	7	11.7561	01-01-2012		12-01-2018
ctoso0000448	0308047	7	12.1999	10-01-2012		12-01-2018
ctoso0000448	0308047	7	12.1568	10-01-2013		12-01-2018
ctoso0000449	0308048	7	10.0282	01-01-2012		12-01-2018
ctoso0000449	0308048	7	10.4067	10-01-2012		12-01-2018
ctoso0000449	0308048	7	10.3699	10-01-2013		12-01-2018
ctoso0000450	0308049	7	10.6068	01-01-2012		12-01-2018
ctoso0000450	0308049	7	11.0071	10-01-2012		12-01-2018
ctoso0000450	0308049	7	10.9682	10-01-2013		12-01-2018
ctoso0000451	0308050	7	9.8971	01-01-2012		12-01-2018
ctoso0000451	0308050	7	10.2706	10-01-2012		12-01-2018
ctoso0000451	0308050	7	10.2343	10-01-2013		12-01-2018
ctoso0000452	0308051	7	9.8971	01-01-2012		12-01-2018
ctoso0000452	0308051	7	9.7605	10-01-2013		12-01-2018
ctoso0000453	0308052	7	4.6824	01-01-2012		12-01-2018
ctoso0000453	0308052	7	4.8591	10-01-2012		12-01-2018
ctoso0000453	0308052	7	4.842	10-01-2013		12-01-2018
ctoso0000454	0308053	7	5.4692	01-01-2012		12-01-2018
ctoso0000455	0308054	7	6.6495	01-01-2012		12-01-2018
ctoso0000455	0308054	7	6.9004	10-01-2012		12-01-2018
ctoso0000455	0308054	7	6.8761	10-01-2013		12-01-2018
ctoso0000456	0308055	7	8.6628	01-01-2012		12-01-2018
ctoso0000456	0308055	7	8.5433	10-01-2013		12-01-2018
ctoso0000457	0308056	7	8.4777	01-01-2012		12-01-2018
ctoso0000457	0308056	7	8.7977	10-01-2012		12-01-2018
ctoso0000457	0308056	7	8.7666	10-01-2013		12-01-2018
ctoso0000458	0308057	7	10.1979	01-01-2012		12-01-2018
ctoso0000458	0308057	7	10.0572	10-01-2013		12-01-2018
ctoso0000459	0308058	7	11.7793	01-01-2012		12-01-2018
ctoso0000460	0308059	7	7.8297	01-01-2012		12-01-2018
ctoso0000460	0308059	7	8.1252	10-01-2012		12-01-2018
ctoso0000460	0308059	7	8.0965	10-01-2013		12-01-2018
ctoso0000461	0308060	7	6.0941	01-01-2012		12-01-2018
ctoso0000461	0308060	7	6.3241	10-01-2012		12-01-2018
ctoso0000461	0308060	7	6.3017	10-01-2013		12-01-2018
ctoso0000462	0308061	7	7.0429	01-01-2012		12-01-2018
ctoso0000463	0308062	7	9.01	01-01-2012		12-01-2018
ctoso0000464	0308063	7	20.8047	01-01-2012		12-01-2018
ctoso0000465	0308064	7	6.2561	01-01-2012		12-01-2018
ctoso0000465	0308064	7	6.4922	10-01-2012		12-01-2018
ctoso0000465	0308064	7	6.4692	10-01-2013		12-01-2018
ctoso0000466	0308065	7	4.6824	01-01-2012		12-01-2018
ctoso0000466	0308065	7	4.8591	10-01-2012		12-01-2018
ctoso0000466	0308065	7	4.842	10-01-2013		12-01-2018
ctoso0000467	0308066	7	5.0912	01-01-2012		12-01-2018
ctoso0000467	0308066	7	5.2834	10-01-2012		12-01-2018
ctoso0000467	0308066	7	5.2647	10-01-2013		12-01-2018
ctoso0000468	0308067	7	15.6903	01-01-2012		12-01-2018
ctoso0000468	0308067	7	16.2825	10-01-2012		12-01-2018
ctoso0000468	0308067	7	16.225	10-01-2013		12-01-2018
ctoso0000469	0308068	7	7.0737	01-01-2012		12-01-2018
ctoso0000469	0308068	7	7.3407	10-01-2012		12-01-2018
ctoso0000469	0308068	7	7.3148	10-01-2013		12-01-2018
ctoso0000470	0308069	7	5.8549	01-01-2012		12-01-2018
ctoso0000470	0308069	7	6.0759	10-01-2012		12-01-2018
ctoso0000470	0308069	7	6.0545	10-01-2013		12-01-2018
ctoso0000471	0308070	7	5.0912	01-01-2012		12-01-2018
ctoso0000471	0308070	7	5.2834	10-01-2012		12-01-2018
ctoso0000471	0308070	7	5.2647	10-01-2013		12-01-2018
ctoso0000472	0308071	7	5.3072	01-01-2012		12-01-2018
ctoso0000472	0308071	7	5.5076	10-01-2012		12-01-2018
ctoso0000472	0308071	7	5.4881	10-01-2013		12-01-2018
ctoso0000473	0308072	7	5.8549	01-01-2012		12-01-2018
ctoso0000473	0308072	7	5.7742	10-01-2013		12-01-2018
ctoso0000474	0308073	7	3.371	01-01-2012		12-01-2018
ctoso0000474	0308073	7	3.4983	10-01-2012		12-01-2018
ctoso0000474	0308073	7	3.4859	10-01-2013		12-01-2018
ctoso0000475	0308074	7	4.5204	01-01-2012		12-01-2018
ctoso0000475	0308074	7	4.691	10-01-2012		12-01-2018
